"ид_канала_данных","тип_инж_системы","тип_датчика","тег_инженерной_системы","название_датчика","ид_объект"
2876,Охранная подсистема,Датчик движения,"16-1.1.6.2.",ОД ПК469,28
3115,Пожарная охрана,Состояние УИР-Р,"16-1.1.127.1.",УИР-Р ПК366,28
3118,Пожарная охрана,Состояние УИР-Р,"16-1.1.130.1.",УИР-Р ПК312,28
2977,Температурная подсистема,Датчик температуры,"16-1.1.56.1.",Темп. ПК227,28
3068,Охранная подсистема,КД АВ,"16-1.1.98.1.",КД ДВЕРЬ сопряж к-р Вавиловский ПК169,28
3114,Пожарная охрана,Состояние УИР-Р,"16-1.1.126.1.",УИР-Р ПК378,28
2904,Охранная подсистема,Датчик движения,"16-1.1.20.2.",ОД АВ ПК378,28
3042,Охранная подсистема,КД АВ,"16-1.1.85.2.",КД АВ ПК321,28
171369,Охранная подсистема,Датчик движения,"16-1.1.159.2.",ОД люк ПК228,28
9330,Диспетчерский контроль,Состояние охраны,"16-1.1.4096.6.",Охранная зона Ленинский 83,28
171367,Охранная подсистема,Датчик движения,"16-1.1.158.2.",ОД ВШ ПК254,28
171368,Температурная подсистема,Датчик температуры,"16-1.1.158.1.",Темп. ВШ ПК254,28
3044,Охранная подсистема,КД Дверь,"16-1.1.86.1.",КД дверь1 ВК ПК312,28
3046,Охранная подсистема,КД Дверь,"16-1.1.86.3.",КД отс.дверь ПК312,28
2952,Охранная подсистема,Датчик движения,"16-1.1.44.2.",ОД ПК312,28
3037,Охранная подсистема,КД АВ,"16-1.1.82.3.",КД АВ ПК366,28
3035,Охранная подсистема,КД Дверь,"16-1.1.82.1.",КД дверь1 ВК ПК366,28
3036,Охранная подсистема,КД Дверь,"16-1.1.82.2.",КД дверь2 ВК ПК366,28
3038,Охранная подсистема,КД Дверь,"16-1.1.82.4.",КД отс.дверь ПК366,28
2956,Охранная подсистема,Датчик движения,"16-1.1.46.2.",ОД АВ ПК300,28
3050,Охранная подсистема,КД АВ,"16-1.1.88.3.",КД АНС АВ ПК300,28
3119,Пожарная охрана,Состояние УИР-Р,"16-1.1.131.1.",УИР-Р ПК300,28
2965,Температурная подсистема,Датчик температуры,"16-1.1.50.1.",Темп. ПК274,28
3121,Пожарная охрана,Состояние УИР-Р,"16-1.1.133.1.",УИР-Р ПК275,28
3056,Охранная подсистема,КД Дверь,"16-1.1.93.2.",КД дверь щитовая ПК254,28
3058,Охранная подсистема,КД АВ,"16-1.1.93.4.",КД АВ ПК254,28
3059,Охранная подсистема,КД Дверь,"16-1.1.93.5.",КД дверь ВК ПК254,28
3122,Пожарная охрана,Состояние УИР-Р,"16-1.1.134.1.",УИР-Р ПК254,28
3123,Пожарная охрана,Состояние УИР-Р,"16-1.1.135.1.",УИР-Р ПК217,28
2979,Температурная подсистема,Датчик температуры,"16-1.1.57.1.",Темп. ПК223,28
2978,Охранная подсистема,Датчик движения,"16-1.1.57.2.",ОД ПК223,28
2985,Температурная подсистема,Датчик температуры,"16-1.1.60.1.",Темп. ПК186,28
2976,Охранная подсистема,Датчик движения,"16-1.1.56.2.",ОД ПК227,28
3062,Охранная подсистема,КД Дверь,"16-1.1.95.1.",КД отс.дверь ПК192,28
3063,Охранная подсистема,КД Дверь,"16-1.1.95.2.",КД дверь1 ВК ПК192,28
3064,Охранная подсистема,КД АВ,"16-1.1.95.3.",КД АВ ПК192,28
2982,Охранная подсистема,Датчик движения,"16-1.1.59.2.",ОД ПК192,28
3124,Пожарная охрана,Состояние УИР-Р,"16-1.1.136.1.",УИР-Р ПК192,28
2984,Охранная подсистема,Датчик движения,"16-1.1.60.2.",ОД ПК186,28
3067,Охранная подсистема,КД АВ,"16-1.1.97.1.",КД АВ ПК177,28
2988,Охранная подсистема,Датчик движения,"16-1.1.62.2.",ОД ПК177,28
2989,Температурная подсистема,Датчик температуры,"16-1.1.62.1.",Темп. ПК177,28
3125,Пожарная охрана,Состояние УИР-Р,"16-1.1.137.1.",УИР-Р ПК177,28
2868,Охранная подсистема,Датчик движения,"16-1.1.2.2.",ОД ВШ ПК498,28
2870,Охранная подсистема,Датчик движения,"16-1.1.3.2.",ОД АВ ПК484,28
2874,Охранная подсистема,Датчик движения,"16-1.1.5.2.",ОД ВШ ПК483,28
2994,Охранная подсистема,КД АВ,"16-1.1.65.1.",КД АВ ПК484,28
2887,Температурная подсистема,Датчик температуры,"16-1.1.11.1.",Темп. ПК428,28
2879,Температурная подсистема,Датчик температуры,"16-1.1.7.1.",Темп. ПК457,28
2878,Охранная подсистема,Датчик движения,"16-1.1.7.2.",ОД ВШ ПК457,28
2886,Охранная подсистема,Датчик движения,"16-1.1.11.2.",ОД ВШ ПК428,28
3111,Пожарная охрана,Состояние УИР-Р,"16-1.1.123.1.",УИР-Р ПК424,28
3009,Охранная подсистема,КД АВ,"16-1.1.72.2.",КД АВ  ПК399,28
3113,Пожарная охрана,Состояние УИР-Р,"16-1.1.125.1.",УИР-Р ПК399,28
2898,Охранная подсистема,Датчик движения,"16-1.1.17.2.",ОД ПК399 Г0ПК3,28
3011,Охранная подсистема,КД АВ,"16-1.1.74.1.",КД АВ ПК378,28
2896,Охранная подсистема,Датчик движения,"16-1.1.16.2.",ОД ПК410 ВШ,28
2888,Охранная подсистема,Датчик движения,"16-1.1.12.2.",ОД АВ ПК424 Г1ПК3 ,28
3002,Охранная подсистема,КД Дверь,"16-1.1.69.1.",КД дверь ДП ПК451 гал ПК12,28
2885,Температурная подсистема,Датчик температуры,"16-1.1.10.1.",Темп. ПК451 гал ПК12,28
3000,Охранная подсистема,КД АВ,"16-1.1.68.1.",КД АВ ПК451,28
3001,Охранная подсистема,КД Дверь,"16-1.1.68.2.",КД дверь щитовая ПК451,28
224475,Охранная подсистема,КД АВ,"16-1.1.86.4.",КД АВ ПК 312,28
228182,Охранная подсистема,Датчик движения,"16-1.1.163.2.",ОД АВ ПК321,28
228180,Охранная подсистема,Датчик движения,"16-1.1.162.2.",ОД ПК366,28
228178,Охранная подсистема,Датчик движения,"16-1.1.161.2.",ОД АВ ПК399,28
256139,Охранная подсистема,КД АВ,"16-1.1.72.3.",КД АВ ПК399 Г0ПК5,28
256168,Охранная подсистема,КД АВ,"16-1.1.70.4.",КД АВ ПК424 Г1ПК3 ,28
256171,Пожарная охрана,Состояние УИР-Р,"16-1.1.171.1.",УИР-Р ПК424 Г1ПК3 АВ,28
256170,Пожарная охрана,Состояние УИР-Р,"16-1.1.170.1.",УИР-Р ПК399 Гал ПК4 АВ,28
2992,Охранная подсистема,КД Дверь,"16-1.1.63.3.",КД дверь к-р ЦДТ ПК506,28
2866,Охранная подсистема,Датчик движения,"16-1.1.1.2.",ОД  ПК506,28
3107,Пожарная охрана,Состояние УИР-Р,"16-1.1.119.1.",УИР-Р ПК506,28
313013,Охранная подсистема,КД Дверь,"16-1.1.172.1.",КД отс.дв. ПК223,28
277881,Охранная подсистема,Датчик движения,"884-1.1.255.6.",ОД щит ПК730,42
277870,Охранная подсистема,КД Дверь,"884-1.1.252.5.","КД шкаф АКМ, ДУ щит. ПК730",42
277868,Охранная подсистема,КД Дверь,"884-1.1.252.2.",КД шкаф ОПС ПК730 щит.,42
277879,Охранная подсистема,Датчик движения,"884-1.1.255.4.",ОД ВШ ПК730,42
279900,Охранная подсистема,КД Дверь,"884-1.1.253.4.",КД дверь щит. ПК730,42
50733,Температурная подсистема,Датчик температуры,"163-1.1.43.1.",Темп. ПК790,42
267934,Диспетчерский контроль,Состояние охраны,"884-g1.",ОС ЦДТ,42
266604,Охранная подсистема,КД АВ,"884-1.1.201.1.",КД АВ ПК507,42
266609,Охранная подсистема,КД АВ,"884-1.1.201.6.",МРСБ АВ ПК507,42
266608,Охранная подсистема,КД Дверь,"884-1.1.201.5.",КД дверь сопр. ПК507 с Гариб.,42
266611,Охранная подсистема,КД Дверь,"884-1.1.201.8.",МРСБ дверь сопр. ПК507 с Гариб.,42
266607,Охранная подсистема,КД Дверь,"884-1.1.201.4.",КД дверь сопр. ПК507 с Лен. 83,42
266610,Охранная подсистема,КД Дверь,"884-1.1.201.7.",МРСБ дверь сопр. ПК507 с Лен. 83,42
266605,Охранная подсистема,Датчик движения,"884-1.1.201.2.",ОД АВ ПК507,42
266606,Температурная подсистема,Датчик температуры,"884-1.1.201.3.",ТЕМП ПК507,42
266625,Охранная подсистема,КД Дверь,"884-1.1.202.7.",КД дверь ВК ПК511,42
266622,Охранная подсистема,КД Дверь,"884-1.1.202.4.",КД дверь ВК ПК511+5,42
266626,Охранная подсистема,КД Дверь,"884-1.1.202.8.",КД отс. дверь ПК511,42
266620,Охранная подсистема,Датчик движения,"884-1.1.202.2.",ОД ВШ ПК511,42
